customer_id,first_name,last_name,email,country,signup_date,marketing_opt_in
10081,MARTINA,rojas,Martina.Rojas10081@example.com,ar,2025-10-22,false
10082,Gabriel,Martinez,GABRIEL.MARTINEZ10082@EXAMPLE.COM,MX,2025-11-03,false
10083,Luis,Rivera,Luis.Rivera10083@example.com,CO,2025-07-04,true
10084,SOFIA,vargas,Sofia.Vargas10084@example.com,PE,2026-04-18,false
10085,Julia,Torres,Julia.Torres10085@example.com,BR,2025-03-17,true
10086,Pablo,Castro,Pablo.Castro10086@example.com,US,2026-01-29,false
10087,MATEO,ramirez,Mateo.Ramirez10087@example.com,CL,2026-02-10,true
10088,Daniela,Campos,  Daniela.Campos10088@example.com ,BR,2025-10-21,false
10089,Lucas,Vargas,Lucas.Vargas10089@example.com,CO,2025-05-21,false
10090,Lucia,Rojas,Lucia.Rojas10090@example.com,BR,2025-04-03,false
10091,Martina,Aguilar,Martina.Aguilar10091@example.com,CL,2026-05-29,false
10092,Marta,Perez,Marta.Perez10092@example.com,US,2025-12-13,false
10093,Julia,Martinez,Julia.Martinez10093@example.com,US,2026-07-25,true
10094,Ricardo,Diaz,Ricardo.Diaz10094@example.com,US,2026-01-26,false
10095,Pablo,Lopez,Pablo.Lopez10095@example.com,BR,2025-08-15,false
10096,CARLA,suarez,Carla.Suarez10096@example.com,MX,2025-02-08,true
10097,Andres,Lopez,Andres.Lopez10097@example.com,US,2026-07-08,true
10098,Gabriel,Aguilar,  Gabriel.Aguilar10098@example.com ,US,2025-10-14,true
10099,Pablo,Sanchez,Pablo.Sanchez10099@example.com,mx,2026-07-12,false
10100,Carla,Gomez,Carla.Gomez10100@example.com,US,2025-04-04,false
10101,CARLA,rojas,CARLA.ROJAS10101@EXAMPLE.COM,BR,2025-07-30,true
10102,ELENA,silva,Elena.Silva10102@example.com,US,2025-01-03,true
10103,VALENTINA,gonzalez,Valentina.Gonzalez10103@example.com,MX,2026-01-02,false
10104,Lucas,Castro,  LUCAS.CASTRO10104@EXAMPLE.COM ,CL,2025-03-07,true
10105,ELENA,gomez,ELENA.GOMEZ10105@EXAMPLE.COM,MX,2026-06-18,true
10106,Carla,Garcia,Carla.Garcia10106@example.com,US,2026-03-31,true
10107,Sofia,Rivera,SOFIA.RIVERA10107@EXAMPLE.COM,BR,2025-11-29,true
10108,TOMAS,ortiz,Tomas.Ortiz10108@example.com,US,2026-07-19,false
10109,Camila,Reyes,Camila.Reyes10109@example.com,MX,2025-04-08,true
10110,MARTINA,herrera,Martina.Herrera10110@example.com,US,2025-03-29,true
10111,Mateo,Aguilar,Mateo.Aguilar10111@example.com,AR,2025-12-04,false
10112,NICOLAS,gomez,Nicolas.Gomez10112@example.com,PE,2025-10-22,false
10113,PABLO,lopez,Pablo.Lopez10113@example.com,BR,2026-07-24,true
10114,Elena,Torres,Elena.Torres10114@example.com,BR,2026-07-25,true
10115,Hugo,Herrera,Hugo.Herrera10115@example.com,CO,2025-12-14,true
10116,Diego,Campos,  Diego.Campos10116@example.com ,US,2025-04-04,false
10117,Camila,Diaz,Camila.Diaz10117@example.com,CL,2025-03-28,false
10118,Valentina,Perez,  VALENTINA.PEREZ10118@EXAMPLE.COM ,AR,2026-03-29,true
10119,Camila,Navarro,Camila.Navarro10119@example.com,MX,2026-06-24,false
10120,Luis,Ramirez,  Luis.Ramirez10120@example.com ,CL,2025-05-21,false
10121,Javier,Rivera,Javier.Rivera10121@example.com,US,2025-08-24,true
10122,MARTA,herrera,MARTA.HERRERA10122@EXAMPLE.COM,co,2025-03-21,false
10123,DANIELA,reyes,Daniela.Reyes10123@example.com,BR,2025-11-29,true
10124,Tomas,Morales,  Tomas.Morales10124@example.com ,CO,2026-02-15,true
10125,Emma,Campos,Emma.Campos10125@example.com,CL,2025-04-27,true
10126,CAMILA,fuentes,Camila.Fuentes10126@example.com,AR,2025-04-16,true
10127,Camila,Perez,Camila.Perez10127@example.com,BR,2026-05-21,true
10128,Daniela,Navarro,Daniela.Navarro10128@example.com,BR,2025-11-27,false
10129,Carla,Rivera,CARLA.RIVERA10129@EXAMPLE.COM,US,2025-02-27,true
10130,Sofia,Flores,SOFIA.FLORES10130@EXAMPLE.COM,MX,2025-04-03,false
10131,Laura,Diaz,Laura.Diaz10131@example.com,MX,2025-07-12,true
10132,Andres,Ortiz,ANDRES.ORTIZ10132@EXAMPLE.COM,US,2025-03-28,true
10133,Diego,Rodriguez,Diego.Rodriguez10133@example.com,US,2026-01-17,false
10134,Emma,Reyes,  Emma.Reyes10134@example.com ,AR,2025-12-04,true
10135,Sebastian,Diaz,Sebastian.Diaz10135@example.com,US,2025-12-08,true
10136,SEBASTIAN,gonzalez,Sebastian.Gonzalez10136@example.com,PE,2025-03-28,true
10137,Emma,Rojas,Emma.Rojas10137@example.com,CO,2026-06-24,true
10138,Sebastian,Reyes,SEBASTIAN.REYES10138@EXAMPLE.COM,MX,2026-05-13,true
10139,Valentina,Gonzalez,Valentina.Gonzalez10139@example.com,US,2026-06-24,true
10140,Martina,Fuentes,MARTINA.FUENTES10140@EXAMPLE.COM,AR,2025-06-19,false
10141,Luis,Reyes,Luis.Reyes10141@example.com,CL,2026-04-05,true
10142,Lucas,Flores,Lucas.Flores10142@example.com,ES,2026-03-28,true
10143,Javier,Navarro,Javier.Navarro10143@example.com,CL,2025-05-22,false
10144,Luis,Rojas,Luis.Rojas10144@example.com,MX,2025-05-08,true
10145,Elena,Perez,Elena.Perez10145@example.com,US,2025-08-16,false
10146,Lucia,Gomez,Lucia.Gomez10146@example.com,ES,2025-03-25,true
10147,ANA,rivera,Ana.Rivera10147@example.com,ES,2025-10-21,false
10148,Andres,Medina,Andres.Medina10148@example.com,CO,2025-01-20,true
10149,Marta,Gonzalez,Marta.Gonzalez10149@example.com,MX,2025-11-05,true
10150,Lucas,Reyes,  Lucas.Reyes10150@example.com ,BR,2026-07-03,true
10151,Laura,Castro,LAURA.CASTRO10151@EXAMPLE.COM,US,2026-03-03,true
10152,Sebastian,Martinez,Sebastian.Martinez10152@example.com,MX,2026-06-04,false
10153,EMMA,campos,Emma.Campos10153@example.com,MX,2025-03-11,true
10154,GABRIEL,herrera,Gabriel.Herrera10154@example.com,BR,2026-07-14,true
10155,Carla,Perez,Carla.Perez10155@example.com,CO,2025-05-19,true
10156,Elena,Morales,Elena.Morales10156@example.com,US,2025-11-14,true
10157,Marta,Silva,MARTA.SILVA10157@EXAMPLE.COM,MX,2025-02-18,false
10158,Martina,Torres,Martina.Torres10158@example.com,US,2026-01-31,true
10159,DIEGO,cruz,Diego.Cruz10159@example.com,BR,2026-03-11,true
10160,Tomas,Suarez,Tomas.Suarez10160@example.com,US,2026-04-02,false
10161,Nicolas,Perez,  Nicolas.Perez10161@example.com ,BR,2026-03-22,true
10162,Ricardo,Rodriguez,Ricardo.Rodriguez10162@example.com,US,2025-02-01,true
10163,Tomas,Herrera,  TOMAS.HERRERA10163@EXAMPLE.COM ,CO,2026-01-28,false
10164,LUIS,vargas,Luis.Vargas10164@example.com,US,2025-05-21,true
10165,Emma,Rivera,Emma.Rivera10165@example.com,BR,2026-02-01,false
10166,Mateo,Torres,Mateo.Torres10166@example.com,AR,2026-05-18,true
10167,Valentina,Campos,VALENTINA.CAMPOS10167@EXAMPLE.COM,US,2025-11-24,false
10168,Paula,Martinez,Paula.Martinez10168@example.com,MX,2025-06-28,false
10169,LAURA,ramirez,Laura.Ramirez10169@example.com,US,2026-07-22,false
10170,Julia,Molina,JULIA.MOLINA10170@EXAMPLE.COM,es,2026-05-06,true
10171,Elena,Reyes,ELENA.REYES10171@EXAMPLE.COM,CO,2026-06-14,true
10172,Lucia,Suarez,Lucia.Suarez10172@example.com,CO,2025-02-26,false
10173,Laura,Gonzalez,LAURA.GONZALEZ10173@EXAMPLE.COM,CL,2026-06-16,false
10174,Bruno,Martinez,Bruno.Martinez10174@example.com,US,2026-07-01,true
10175,Carla,Perez,Carla.Perez10175@example.com,BR,2025-12-12,false
10176,Daniela,Rodriguez,  DANIELA.RODRIGUEZ10176@EXAMPLE.COM ,CO,2025-08-04,false
10177,Nicolas,Vargas,Nicolas.Vargas10177@example.com,BR,2026-05-10,true
10178,Ricardo,Herrera,Ricardo.Herrera10178@example.com,CL,2026-04-21,true
10179,Tomas,Gonzalez,Tomas.Gonzalez10179@example.com,CL,2025-05-14,false
10180,LAURA,silva,Laura.Silva10180@example.com,US,2025-02-21,true
10181,Emma,Campos,Emma.Campos10181@example.com,BR,2025-11-17,true
10182,DIEGO,cruz,Diego.Cruz10182@example.com,ES,2026-02-07,true
10183,Lucas,Sanchez,LUCAS.SANCHEZ10183@EXAMPLE.COM,BR,2026-04-27,true
10184,Ana,Campos,ANA.CAMPOS10184@EXAMPLE.COM,US,2025-02-16,true
10185,Daniela,Silva,  Daniela.Silva10185@example.com ,US,2025-10-14,false
10186,Tomas,Herrera,  TOMAS.HERRERA10186@EXAMPLE.COM ,BR,2026-07-26,false
10187,ELENA,gonzalez,Elena.Gonzalez10187@example.com,us,2025-12-08,false
10188,Laura,Morales,Laura.Morales10188@example.com,US,2026-02-07,false
10189,Gabriel,Suarez,Gabriel.Suarez10189@example.com,US,2025-11-03,true
10190,Ana,Gomez,ANA.GOMEZ10190@EXAMPLE.COM,CL,2025-01-28,false
10191,Isabella,Rojas,Isabella.Rojas10191@example.com,CO,2025-06-24,true
10192,Gabriel,Vargas,Gabriel.Vargas10192@example.com,AR,2025-04-23,true
10193,Julia,Rivera,Julia.Rivera10193@example.com,CL,2026-04-28,false
10194,Gabriel,Aguilar,GABRIEL.AGUILAR10194@EXAMPLE.COM,US,2026-06-23,true
10195,Diego,Morales,Diego.Morales10195@example.com,PE,2025-09-28,false
10196,Camila,Ramirez,Camila.Ramirez10196@example.com,US,2025-08-01,false
10197,Andres,Rivera,Andres.Rivera10197@example.com,MX,2026-07-11,true
10198,Emma,Suarez,Emma.Suarez10198@example.com,cl,2025-03-22,true
10199,Julia,Rojas,Julia.Rojas10199@example.com,US,2025-10-06,true
10200,Tomas,Aguilar,Tomas.Aguilar10200@example.com,BR,2025-02-23,true
10201,Martina,Medina,Martina.Medina10201@example.com,MX,2025-06-11,true
10202,Hugo,Fuentes,Hugo.Fuentes10202@example.com,PE,2025-03-02,false
10203,Sofia,Rojas,Sofia.Rojas10203@example.com,BR,2025-06-29,true
10204,Marta,Perez,MARTA.PEREZ10204@EXAMPLE.COM,ES,2025-10-24,false
10205,Ana,Flores,ANA.FLORES10205@EXAMPLE.COM,BR,2026-07-11,true
10206,Lucia,Gonzalez,Lucia.Gonzalez10206@example.com,CO,2026-04-15,false
10207,Paula,Perez,Paula.Perez10207@example.com,US,2026-02-20,false
10208,Laura,Rivera,Laura.Rivera10208@example.com,US,2025-09-12,true
10209,Emma,Ramirez,Emma.Ramirez10209@example.com,MX,2025-09-25,false
10210,Paula,Ramirez,PAULA.RAMIREZ10210@EXAMPLE.COM,US,2025-11-15,false
10211,Carla,Vega,Carla.Vega10211@example.com,ES,2026-04-11,false
10212,Tomas,Gomez,Tomas.Gomez10212@example.com,CL,2025-08-12,false
10213,Sebastian,Navarro,Sebastian.Navarro10213@example.com,BR,2025-04-25,true
10214,Felipe,Fuentes,Felipe.Fuentes10214@example.com,MX,2025-04-30,false
10215,PAULA,castro,Paula.Castro10215@example.com,mx,2026-03-02,true
10216,Luis,Silva,Luis.Silva10216@example.com,MX,2025-08-12,false
10217,LUIS,reyes,LUIS.REYES10217@EXAMPLE.COM,CL,2026-04-29,true
10218,Nicolas,Perez,Nicolas.Perez10218@example.com,AR,2026-01-27,true
10219,HUGO,vega,HUGO.VEGA10219@EXAMPLE.COM,CL,2025-12-23,true
10220,FELIPE,diaz,Felipe.Diaz10220@example.com,mx,2025-11-02,true
10221,Gabriel,Silva,Gabriel.Silva10221@example.com,MX,2025-07-13,false
10222,Gabriel,Navarro,Gabriel.Navarro10222@example.com,US,2025-01-17,true
10223,Sofia,Lopez,Sofia.Lopez10223@example.com,BR,2025-02-15,true
10224,Lucas,Silva,  Lucas.Silva10224@example.com ,US,2025-11-23,false
10225,Elena,Herrera,Elena.Herrera10225@example.com,CO,2026-02-28,true
10226,Luis,Silva,Luis.Silva10226@example.com,ES,2026-05-23,true
10227,PABLO,rojas,Pablo.Rojas10227@example.com,BR,2026-01-21,true
10228,Felipe,Cruz,Felipe.Cruz10228@example.com,US,2025-03-01,false
10229,NICOLAS,silva,Nicolas.Silva10229@example.com,MX,2026-04-06,false
10230,Sofia,Silva,SOFIA.SILVA10230@EXAMPLE.COM,AR,2025-03-16,true
10231,Elena,Castro,Elena.Castro10231@example.com,AR,2025-01-16,true
10232,Camila,Aguilar,Camila.Aguilar10232@example.com,US,2025-07-29,true
10233,Lucas,Silva,Lucas.Silva10233@example.com,CL,2026-01-04,true
10234,Andres,Morales,Andres.Morales10234@example.com,US,2026-01-15,true
10235,Luis,Castro,  Luis.Castro10235@example.com ,PE,2026-03-04,true
10236,Camila,Rivera,Camila.Rivera10236@example.com,US,2025-12-12,true
10237,Marta,Cruz,Marta.Cruz10237@example.com,ES,2025-06-23,true
10238,Felipe,Cruz,Felipe.Cruz10238@example.com,US,2025-03-18,false
10239,Sebastian,Rodriguez,Sebastian.Rodriguez10239@example.com,AR,2025-01-10,true
10240,Julia,Gomez,Julia.Gomez10240@example.com,US,2025-01-17,true
10241,FELIPE,reyes,Felipe.Reyes10241@example.com,US,2026-03-17,false
10242,Hugo,Perez,HUGO.PEREZ10242@EXAMPLE.COM,US,2025-12-29,true
10243,Emma,Martinez,Emma.Martinez10243@example.com,CL,2025-03-24,false
10244,BRUNO,rojas,BRUNO.ROJAS10244@EXAMPLE.COM,AR,2025-01-10,false
10245,Sofia,Cruz,Sofia.Cruz10245@example.com,CO,2026-06-25,false
10246,Lucas,Sanchez,Lucas.Sanchez10246@example.com,PE,2025-10-15,false
10247,Daniela,Herrera,Daniela.Herrera10247@example.com,US,2026-02-12,false
10248,Javier,Perez,Javier.Perez10248@example.com,BR,2026-01-29,false
10249,VALENTINA,molina,Valentina.Molina10249@example.com,ES,2026-03-24,true
10250,Sofia,Rivera,Sofia.Rivera10250@example.com,BR,2025-10-07,false
10251,Julia,Cruz,Julia.Cruz10251@example.com,US,2026-01-25,true
10252,Tomas,Flores,  Tomas.Flores10252@example.com ,CO,2025-06-07,false
10253,Martina,Gomez,MARTINA.GOMEZ10253@EXAMPLE.COM,US,2025-05-16,true
10254,Nicolas,Morales,Nicolas.Morales10254@example.com,mx,2025-11-29,false
10255,Ana,Flores,Ana.Flores10255@example.com,CL,2025-09-06,false
10256,DIEGO,herrera,DIEGO.HERRERA10256@EXAMPLE.COM,CL,2026-03-22,true
10257,Javier,Cruz,Javier.Cruz10257@example.com,CO,2025-07-20,true
10258,Valentina,Flores,Valentina.Flores10258@example.com,US,2026-03-27,true
10259,Marta,Suarez,Marta.Suarez10259@example.com,CO,2025-07-25,true
10260,Diego,Diaz,Diego.Diaz10260@example.com,ES,2025-09-06,true
10261,Isabella,Suarez,Isabella.Suarez10261@example.com,CO,2025-07-04,false
10262,Felipe,Garcia,Felipe.Garcia10262@example.com,ES,2025-03-12,false
10263,Ricardo,Molina,Ricardo.Molina10263@example.com,CL,2026-03-10,false
10264,Sofia,Morales,Sofia.Morales10264@example.com,ES,2026-03-05,true
10265,RICARDO,gomez,Ricardo.Gomez10265@example.com,AR,2025-09-12,false
10266,Pablo,Perez,PABLO.PEREZ10266@EXAMPLE.COM,BR,2025-12-06,false
10267,Nicolas,Lopez,Nicolas.Lopez10267@example.com,US,2025-08-15,true
10268,EMMA,morales,Emma.Morales10268@example.com,AR,2025-04-18,true
10269,Hugo,Martinez,Hugo.Martinez10269@example.com,US,2025-07-31,true
10270,PABLO,cruz,Pablo.Cruz10270@example.com,us,2025-04-28,true
10271,Martina,Rojas,Martina.Rojas10271@example.com,US,2026-07-20,true
10272,Felipe,Reyes,Felipe.Reyes10272@example.com,ES,2026-03-19,true
10273,Gabriel,Vargas,Gabriel.Vargas10273@example.com,pe,2025-10-13,false
10274,Ricardo,Molina,RICARDO.MOLINA10274@EXAMPLE.COM,US,2026-04-14,true
10275,Sebastian,Campos,Sebastian.Campos10275@example.com,MX,2025-04-27,true
10276,Bruno,Morales,Bruno.Morales10276@example.com,BR,2025-03-28,false
10277,Martina,Lopez,MARTINA.LOPEZ10277@EXAMPLE.COM,US,2025-05-22,false
10278,Nicolas,Perez,Nicolas.Perez10278@example.com,MX,2025-06-20,true
10279,VALENTINA,perez,  Valentina.Perez10279@example.com ,CL,2025-05-20,true
10280,Emma,Silva,Emma.Silva10280@example.com,MX,2026-05-16,true
10281,Daniela,Garcia,  Daniela.Garcia10281@example.com ,CO,2026-04-14,false
10282,Elena,Navarro,Elena.Navarro10282@example.com,MX,2026-01-11,true
10283,Elena,Rodriguez,Elena.Rodriguez10283@example.com,AR,2025-09-11,true
10284,LUIS,morales,  Luis.Morales10284@example.com ,US,2025-08-31,true
10285,Gabriel,Castro,Gabriel.Castro10285@example.com,BR,2025-07-31,false
10286,Ricardo,Rodriguez,Ricardo.Rodriguez10286@example.com,BR,2025-10-27,true
10287,Isabella,Campos,Isabella.Campos10287@example.com,MX,2026-02-26,false
10288,Isabella,Campos,Isabella.Campos10288@example.com,BR,2025-09-11,false
10289,Sebastian,Diaz,Sebastian.Diaz10289@example.com,MX,2025-04-06,true
10290,Gabriel,Torres,Gabriel.Torres10290@example.com,BR,2025-04-06,false
10291,Julia,Rojas,  Julia.Rojas10291@example.com ,BR,2026-03-16,false
10292,Andres,Torres,Andres.Torres10292@example.com,CL,2025-12-18,false
10293,Elena,Rodriguez,Elena.Rodriguez10293@example.com,us,2025-06-11,true
10294,Ana,Reyes,Ana.Reyes10294@example.com,US,2025-10-08,true
10295,Pablo,Torres,Pablo.Torres10295@example.com,us,2025-08-28,true
10296,Sofia,Medina,  Sofia.Medina10296@example.com ,US,2026-04-01,true
10297,PAULA,rivera,Paula.Rivera10297@example.com,CO,2026-01-28,true
10298,Ricardo,Lopez,Ricardo.Lopez10298@example.com,US,2025-05-17,false
10299,Sebastian,Gonzalez,Sebastian.Gonzalez10299@example.com,US,2025-08-07,false
10300,VALENTINA,vega,Valentina.Vega10300@example.com,cl,2025-05-07,false
10301,EMMA,gomez,Emma.Gomez10301@example.com,ES,2026-07-21,false
10302,Gabriel,Vargas,  Gabriel.Vargas10302@example.com ,US,2025-07-30,true
10303,Laura,Sanchez,  Laura.Sanchez10303@example.com ,AR,2026-05-22,true
10304,Lucas,Cruz,LUCAS.CRUZ10304@EXAMPLE.COM,br,2025-11-21,true
10305,Bruno,Suarez,Bruno.Suarez10305@example.com,BR,2025-03-16,true
10306,Sofia,Garcia,  SOFIA.GARCIA10306@EXAMPLE.COM ,US,2026-05-29,false
10307,NICOLAS,medina,Nicolas.Medina10307@example.com,CL,2025-03-22,true
10308,Camila,Molina,Camila.Molina10308@example.com,US,2025-03-09,true
10309,NICOLAS,aguilar,Nicolas.Aguilar10309@example.com,ES,2025-02-26,true
10310,Gabriel,Herrera,GABRIEL.HERRERA10310@EXAMPLE.COM,AR,2025-12-22,true
10311,Ricardo,Suarez,RICARDO.SUAREZ10311@EXAMPLE.COM,AR,2025-05-01,false
10312,Ana,Rivera,  Ana.Rivera10312@example.com ,CO,2025-03-20,true
10313,Laura,Gomez,Laura.Gomez10313@example.com,US,2025-04-29,true
10314,Laura,Garcia,Laura.Garcia10314@example.com,US,2025-06-03,true
10315,Bruno,Rodriguez,Bruno.Rodriguez10315@example.com,MX,2026-03-03,false
10316,MARTINA,torres,Martina.Torres10316@example.com,CO,2025-08-17,false
10317,Luis,Diaz,Luis.Diaz10317@example.com,US,2026-07-21,true
10318,Pablo,Sanchez,Pablo.Sanchez10318@example.com,US,2026-05-21,false
10319,Elena,Sanchez,Elena.Sanchez10319@example.com,AR,2025-01-25,true
10320,Pablo,Rojas,Pablo.Rojas10320@example.com,co,2025-11-11,true
10321,Laura,Ramirez,Laura.Ramirez10321@example.com,CL,2025-02-14,false
10322,LUCIA,campos,Lucia.Campos10322@example.com,MX,2025-04-08,true
10323,CARLA,suarez,  Carla.Suarez10323@example.com ,CL,2025-10-26,true
10324,Martina,Vega,Martina.Vega10324@example.com,CO,2025-03-18,false
10325,Valentina,Navarro,VALENTINA.NAVARRO10325@EXAMPLE.COM,AR,2025-05-04,true
10326,Elena,Sanchez,Elena.Sanchez10326@example.com,mx,2025-11-08,false
10327,Paula,Vargas,Paula.Vargas10327@example.com,us,2025-12-31,true
10328,Luis,Herrera,Luis.Herrera10328@example.com,US,2026-07-24,false
10329,Lucas,Lopez,Lucas.Lopez10329@example.com,mx,2025-08-16,true
10330,Marta,Diaz,Marta.Diaz10330@example.com,CL,2025-03-18,true
10331,Sofia,Sanchez,Sofia.Sanchez10331@example.com,PE,2025-12-06,true
10332,JULIA,rodriguez,Julia.Rodriguez10332@example.com,US,2026-03-13,true
