customer_id,first_name,last_name,email,country,signup_date,marketing_opt_in
10739,Luis,Martinez,  LUIS.MARTINEZ10739@EXAMPLE.COM ,CL,2026-08-19,false
10740,Diego,Herrera,DIEGO.HERRERA10740@EXAMPLE.COM,CL,2026-08-12,true
10741,Bruno,Ortiz,Bruno.Ortiz10741@example.com,co,2026-08-25,true
10742,Camila,Medina,Camila.Medina10742@example.com,US,2026-08-04,false
10743,Hugo,Ortiz,Hugo.Ortiz10743@example.com,CO,2026-08-04,true
10744,Pablo,Diaz,Pablo.Diaz10744@example.com,MX,2026-08-15,true
10745,Valentina,Cruz,Valentina.Cruz10745@example.com,ar,2026-08-04,true
10746,Julia,Vargas,Julia.Vargas10746@example.com,AR,2026-08-28,true
10747,BRUNO,martinez,Bruno.Martinez10747@example.com,PE,2026-08-22,true
10748,Mateo,Diaz,  Mateo.Diaz10748@example.com ,MX,2026-08-19,false
10749,Gabriel,Vega,GABRIEL.VEGA10749@EXAMPLE.COM,PE,2026-08-28,false
10750,Mateo,Ramirez,Mateo.Ramirez10750@example.com,CO,2026-08-09,false
10751,Ricardo,Rojas,Ricardo.Rojas10751@example.com,ES,2026-08-17,true
10752,ELENA,morales,Elena.Morales10752@example.com,US,2026-08-04,false
10753,Marta,Martinez,MARTA.MARTINEZ10753@EXAMPLE.COM,MX,2026-08-10,false
10754,Mateo,Navarro,Mateo.Navarro10754@example.com,US,2026-08-22,true
10755,Laura,Torres,Laura.Torres10755@example.com,mx,2026-08-14,false
10756,Mateo,Diaz,Mateo.Diaz10756@example.com,mx,2026-08-22,false
10757,Javier,Fuentes,Javier.Fuentes10757@example.com,AR,2026-08-04,false
10758,Andres,Herrera,Andres.Herrera10758@example.com,MX,2026-08-02,true
10759,Andres,Castro,Andres.Castro10759@example.com,ES,2026-08-01,false
10760,Valentina,Suarez,Valentina.Suarez10760@example.com,CL,2026-08-13,true
10761,Pablo,Gomez,PABLO.GOMEZ10761@EXAMPLE.COM,CL,2026-08-03,false
10762,Sofia,Campos,  Sofia.Campos10762@example.com ,CL,2026-08-28,true
10763,Laura,Fuentes,LAURA.FUENTES10763@EXAMPLE.COM,mx,2026-08-19,true
10764,Daniela,Lopez,DANIELA.LOPEZ10764@EXAMPLE.COM,CO,2026-08-25,false
10765,Diego,Vargas,Diego.Vargas10765@example.com,US,2026-08-03,false
10766,Felipe,Sanchez,FELIPE.SANCHEZ10766@EXAMPLE.COM,US,2026-08-24,false
10767,Paula,Campos,Paula.Campos10767@example.com,BR,2026-08-14,true
10768,Ricardo,Martinez,Ricardo.Martinez10768@example.com,BR,2026-08-07,true
10769,Isabella,Vargas,Isabella.Vargas10769@example.com,MX,2026-08-17,false
10770,Daniela,Cruz,Daniela.Cruz10770@example.com,US,2026-08-18,false
10771,Bruno,Navarro,Bruno.Navarro10771@example.com,pe,2026-08-15,true
10772,Valentina,Aguilar,Valentina.Aguilar10772@example.com,BR,2026-08-03,false
10773,Bruno,Reyes,Bruno.Reyes10773@example.com,US,2026-08-08,true
10774,Camila,Garcia,Camila.Garcia10774@example.com,US,2026-08-21,false
10775,Camila,Perez,CAMILA.PEREZ10775@EXAMPLE.COM,US,2026-08-21,false
10776,Gabriel,Cruz,GABRIEL.CRUZ10776@EXAMPLE.COM,CO,2026-08-03,false
10777,Nicolas,Fuentes,  Nicolas.Fuentes10777@example.com ,CL,2026-08-05,true
10778,Daniela,Aguilar,DANIELA.AGUILAR10778@EXAMPLE.COM,MX,2026-08-17,true
10779,Lucia,Martinez,LUCIA.MARTINEZ10779@EXAMPLE.COM,US,2026-08-13,false
10780,Gabriel,Ramirez,Gabriel.Ramirez10780@example.com,ES,2026-08-14,true
10781,Daniela,Rodriguez,Daniela.Rodriguez10781@example.com,MX,2026-08-22,true
10782,Isabella,Fuentes,ISABELLA.FUENTES10782@EXAMPLE.COM,CO,2026-08-21,false
10783,Tomas,Rodriguez,Tomas.Rodriguez10783@example.com,CO,2026-08-08,true
10784,Emma,Flores,Emma.Flores10784@example.com,BR,2026-08-08,false
10785,EMMA,garcia,Emma.Garcia10785@example.com,PE,2026-08-27,false
10786,Javier,Sanchez,JAVIER.SANCHEZ10786@EXAMPLE.COM,CO,2026-08-21,true
10787,Luis,Torres,Luis.Torres10787@example.com,PE,2026-08-27,true
10788,NICOLAS,fuentes,NICOLAS.FUENTES10788@EXAMPLE.COM,PE,2026-08-14,false
10789,Marta,Silva,  Marta.Silva10789@example.com ,ar,2026-08-21,true
10790,CARLA,gonzalez,Carla.Gonzalez10790@example.com,US,2026-08-08,true
10791,Elena,Suarez,ELENA.SUAREZ10791@EXAMPLE.COM,BR,2026-08-15,true
10792,Gabriel,Gonzalez,Gabriel.Gonzalez10792@example.com,US,2026-08-14,true
10793,EMMA,fuentes,Emma.Fuentes10793@example.com,cl,2026-08-18,false
10794,Carla,Ramirez,Carla.Ramirez10794@example.com,PE,2026-08-13,false
10795,TOMAS,torres,Tomas.Torres10795@example.com,US,2026-08-17,true
10796,Hugo,Vega,Hugo.Vega10796@example.com,MX,2026-08-28,false
10797,Isabella,Flores,Isabella.Flores10797@example.com,AR,2026-08-27,true
10798,Sebastian,Sanchez,Sebastian.Sanchez10798@example.com,CL,2026-08-20,true
10799,Lucas,Gomez,  Lucas.Gomez10799@example.com ,BR,2026-08-23,true
10800,Camila,Medina,Camila.Medina10800@example.com,cl,2026-08-02,true
